RightFrontAnkle_Speed,RightFrontAnkle_Accel,RightFrontKnee_Speed,RightFrontKnee_Accel,RightFrontHip_Speed,RightFrontHip_Accel,RightMidAnkle_Speed,RightMidAnkle_Accel,RightMidKnee_Speed,RightMidKnee_Accel,RightMidHip_Speed,RightMidHip_Accel,RightRearAnkle_Speed,RightRearAnkle_Accel,RightRearKnee_Speed,RightRearKnee_Accel,RightRearHip_Speed,RightRearHip_Accel
-20,95,-20,95,-20,95,-20,95,-20,95,-20,95,-20,95,-20,95,-20,95
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
0,,0,,0,,0,,0,,0,,0,,0,,0,
